"productName","rating","author","date","title","body","verifiedBuyer","upvotes","downvotes"
"Lactation LeMOOnade - 7 Pack","3","Melanie D.","03/27/2023","Waiting...","The product taste good. I am still waiting for a result in milk production. I also purchased the punch and the oatmeal chocolate chip cookies. My first round of products included the liquid supplement. I saw no difference.",false,"0","0"
"Oatmeal Chocolate Chip Lactation Cookies","5","Whitney M.","03/27/2023","Delicious!","I am loving the cookies! They are so delicious.",false,"0","0"
"Mini Milky Sampler Pack","4","Kaitlyn S.","03/26/2023","At least it was tasty!","While I didnt actually see any supply increase after 1 week at the very least everything tastes great! The cookies are my favorite of the 2 snacks for sure. And the watermelon flavored drink was so good! Like a jolly rancher. The other 2 had slightly strange after tastes but were still okay (unexpectedly the punch flavor has slightly coconut taste heads up). Likely wont buy again at the price point but it was worth a shot! 4 stars for quality product but dont expect a miracle either.",false,"0","0"
"Lactation LeMOOnade - 7 Pack","5","Bethany S.","03/26/2023","Lemonade vs watermelon","I recently purchased both the lemonade and watermelon lactation drink mix. The lemonade tastes so good! Watermelon is too sweet for me and I have a hard time drinking it. If you dont like sweet drinks then you will love the lemonade. I have also seen an increase in my supply since using Milky mama products. I use lady leche every day as well and have tried the a few of the sweet treats which all work well.",true,"0","0"
"Emergency Brownies","5","Dee R.","03/26/2023","Work like magic","10/10 recommend",true,"0","0"
"Emergency Brownies","5","Leslie L.","03/26/2023","IT REALLY WORKS!!","These emergency brownies have really help increase my milk supply. I'm so happy I found this product. Plus it tastes delicious",false,"0","0"
"Oatmeal Lactation Cookies","5","Dee R.","03/26/2023","I Love These Cookies","only products that work for my supply and taste good! exact oatmeal flavor cookie",true,"0","0"
"Emergency Brownies","5","Ashley C.","03/25/2023","Love the emergency brownies","My supply tanked after taking a weekend trip and only pumping (I typically nurse between pumping sessions) I bought the brownies before my trip after hearing great things. After just 2 brownies and 24 hours my supply increased!!! I will be purchasing again",false,"0","0"
"Peanut Butter Chocolate Chip Lactation Cookies","5","Jess G.","03/25/2023","Great","They were wonderful! Great product and great company!",false,"0","0"
"Peanut Butter Chocolate Chip Lactation Cookies","5","Jess G.","03/25/2023","Great","Great product and great company",true,"0","0"
"Peanut Butter Lactation Cookies","5","Danielle P.","03/24/2023","Tastiest cookies!","I've already seen an increase in my supply after one week of trying theses cookies. The peanut butter cookies are seriously so yummy! My favorite so far!",true,"0","0"
"Lactation Brownies","5","Angelique G.","03/24/2023","Delicious","Idk if they work or not but so good",false,"0","0"
"Lady Leche","5","Lucila E.A.","03/24/2023","The best","Everything was so good I ordered more on the next order",false,"0","0"
"Lactation Brownies","5","Amparo S.","03/24/2023","Worked like a charm!","Overall loved this item",true,"0","0"
"Milky Melon - 7 Pack","5","Lauren S.","03/22/2023","Great product","This product is amazing. Not only does it taste great it really helped my milk supply. I would get maybe half the bottle when I would pump thats about 5oz now I get full bottles right to the very top. Definitely makes me feel a lot better having this product around.",true,"0","0"
"N/A","5","Robin B.","03/22/2023","Havent received order","I have not received order. Original got lost in the mail.",true,"0","0"
"Drink Sampler","5","Ashley E.","03/22/2023","Love milky Mama!!","The emergency brownies are great!! I use them every other day.",true,"0","0"
"Lactation LeMOOnade - 7 Pack","5","Lauren S.","03/22/2023","Great product","This product is amazing. Not only does it taste great it really helped my milk supply. I would get maybe half the bottle when I would pump thats about 5oz now I get full bottles right to the very top. Definitely makes me feel a lot better having this product around.",true,"0","0"
"Milky Maiden","5","Fatuma A.","03/21/2023","This stuff works!","I purchased the Milky Maiden tried it only one day and the next day i was pumping out 7-8oz compared to my 2-3oz previously. I did have half of the lactation brownies as well that day. Both taste great, would definitely recommend.",false,"1","0"
"Milky Melon - 7 Pack","5","Lindsey S.","03/21/2023","Worth it","Great flavor and definitely helps me pump more",false,"0","0"
"Emergency Brownies","5","Shelby H.","03/21/2023","Best tasting brownies!","I cant get over how tasty these brownies are! I was really prepared for them to taste like a supplement or blan, but they taste like a gourmet dessert! Theyre so rich and has a perfect kind of crisp on the outside and chewy on the inside texture. I look forward to eating them daily! I also noticed a huge difference getting my supply back up after my milk started to dry up!",true,"0","0"
"Emergency Brownies","5","Mimi P.","03/21/2023","Emergency brownies","Brownies were very tasty and moist . Helped my supply when it was decreasing",false,"0","0"
"Salted Caramel Lactation Cookies","5","Kristin R.","03/21/2023","Delicious cookies","These cookies are delicious and aren't too sweet thanks to the balanced salted part of the salted caramel. It took a little bit of time to receive these so definitely plan ahead and order more before you run out.",true,"0","0"
"Emergency Brownies","5","Libby P.","03/21/2023","Delicious brownies","First of all, I was hesitant to order these because I was unsure how they would arrive. Each brownie is individually packaged and I store the box in the freezer and just take out 1 brownie for that day to have and let it thaw in the fridge or on the counter. These brownies are so gooey and chocolatey- I LOVE the taste and look forward to them as a treat. I BF and pump so its hard for me to say exactly how much my supply was improved or not but its definitely stayed consistent and baby boy is packing on the pounds! Overall, I definitely recommend these as a treat you can feel good about :)",false,"0","0"
"Emergency Brownies","3","Danielle C.","03/21/2023","Okay...","The taste is okay, not as good as everyone is raving about. I also am not sure if they really helped or not.. I have been eating one a day and havent seen a huge jump in supply. I am also taking the Lady Leche drops so together I was expecting a better increase.",false,"1","0"
"Emergency Brownies","5","Ruthie G.","03/21/2023","Amazing","The brownies are the first supplement Ive had that actually taste amazing. The packaging and notes on the box are super special.",true,"0","0"
"Emergency Brownies","5","Mimi P.","03/21/2023","Emergency brownies","Brownies were very tasty and moist . Helped my supply when it was decreasing",false,"0","0"
"Emergency Brownies","4","Alexis T.","03/21/2023","Emergency brownies","I absolutely looovveddd them but I dont feel they helped increase my milk supply. Maybe I just havent been taking them long enough. They are delicious though.",false,"0","0"
"Emergency Brownies","5","Shirl L.","03/21/2023","Yummy snacks","So yummy and helped me when my baby starts cluster feeds.",false,"0","0"
"Milky Melon - 7 Pack","4","Alissa G.","03/21/2023","Great sampler and tastes great","Each flavor tastes great. The pumping punch is my favorite though. I have been using a combination of items to keep my milk supply flowing and this one is in the mix. The only reason I didnt give it five stars is because I wish the packaging were for one drink and not two. Its difficult to determine how much half of the package is to mix into my water, Ive also found that it can be messy if you dont have the time to carefully pour it into your water bottle. Sometimes mine spills and I lose product. Ive used a different companys whose packaging os individual and its much more convenient.",true,"1","0"
"Dairy-Free Bundle","4","charmaine S.","03/21/2023","Taste good but no results","The brownies were delicious but they did not improve my milk supply.",false,"0","0"
"Emergency Brownies","2","Nicole S.","03/21/2023","Emergency brownies","The taste and quality was great but didnt do anything for my supply unfortunately:(",true,"0","0"
"Emergency Brownies","5","Cherizzah S.","03/21/2023","The best lactation brownies","This is legit!! It helps me with my supply a lot. This is a life saver! The flavor? It is really flavorful and good snacks.",true,"0","0"
"Emergency Brownies","3","Katelynn G.","03/21/2023","Emergency Brownies","Did not cause my breasts to produce more milk. My milk production remained the same as before.",true,"0","0"
"Bestseller Bundle","4","Caria H.","03/21/2023","Still hopeful","I havent really seen an increase really at all but this is only my second week on the dietary supplements. Im holding out hope and continuing to use the products. Its a plus that they have a good taste.",false,"0","0"
"Lactation Brownies","5","Melissa P.","03/21/2023","Delicious and work!","These are so delicious and moist, you would have no idea they have added benefits of lactation. They also work! I can only pump 2-3 oz if I don't eat the brownie, and when I eat the brownie I can pump 5 oz.",true,"1","0"
"Pumpin' Punch - 7 Pack","5","Shirl L.","03/21/2023","Just the right time","The flavor is so good and came in handy when I needed the support of starting out feeding my baby. The brownies helped me be able to help my baby pack on the pounds. This is my second baby I've purchased milky mama and it helped me both time.",true,"0","0"
"Salted Caramel Lactation Cookies","5","Ameinah T.","03/21/2023","MUST BUY!!","Theyre delicious, eating them definitely is NOT a chore and they actually do what they need to. I usually eat them in the evening for a productive next 24+ hours and they never let me down. When I want even more flowing to store some Ill eat an emergency brownie as well.",true,"0","0"
"Oatmeal Chocolate Chip Lactation Cookies","5","Malorie O.","03/21/2023","Amazing!","All the products Ive tried so far have been great! From the Milky Melon, to the Pumpin Punch, Brownies (Emergency & non-Emergency) and the cookies, (Salted Caramel & Oatmeal Choc Chip) everything has tasted great and worked amazingly!!!",false,"0","0"
"Emergency Brownies","4","Aubree A.","03/21/2023","Delicious!","Taste good and I think they seem to keep my supply up",false,"0","0"
"Emergency Brownies","2","Kimberly J.","03/21/2023","Not great","I had high hopes for these brownies after seeing so many great reviews however I saw no improvement in my supply",true,"0","0"
"Lactation Brownies","5","Malorie O.","03/21/2023","Amazing products!!!","Amazing products!!!",true,"0","0"
"Dairy Duchess","5","Brittany R.","03/20/2023","Impressive","I started taking this a week ago, ever since I started it my daughter has slept longer at night and hasnt been as gassy. I am also producing more. I used to be able to prep a days worth of bottles then freeze about 2 ounces, now I can do a whole day of bottles and Ive put 21 ounces in the freezer in 3 days.",false,"0","0"
"Lactation LeMOOnade - 7 Pack","5","Molly G.","03/20/2023","Delicious!","I drink a serving everyday and I believe it helps with my milk production. Its so refreshing!",false,"0","0"
"Emergency Brownies","5","Ociera B.","03/20/2023","I was pumping DUST","I am a 31 year old woman with Lupus SLE. I have had a very hard time in the past staying pregnant, lost a few babies, and I finally gave birth to my beautiful daughter and only child at the end of January. I had a very complicated pregnancy, my daughter has 3rd degree heart block because of my
Auto immune disease. I ended up with postpartum preeclampsia and a swollen heart after I had her. You can only imagine how important it is to me to breastfeed my baby. I had her at 37 weeks via c section and she also suffers from low birth weight. From all of this, its been VERY HARD for me to create a milk supply and I had to supplement with formula. I would pump throughout the week and Id never get anything. Last week I finally started feeling well and really wanted to stick to a strict schedule of pumping every 2-3 hours and also putting my daughter at breast. I would pump nothing and shed get so fussy when feeding. I would also only be able to pump a drop or two in my spectra s2 (with correct nipple insert sizes). I tested to see how long it would take me to pump an ounce and it literally took me 7 days to pump a .5 ounce. Today is the first day Ive felt like anything in my pumping journey has made sense. I know its not a lot, but to see actual liquid collecting at the bottom of my pumping bottle means the world to me. I had one emergency brownie in the afternoon, one dose of pumping queen, one dose of lady leche, and another emergency brownie before I slept 3/19. I still woke up to pump. I didnt get much at night but when I got up around 8am, this is what my boobies made. I know its only a little but I cant wait to see what 7-14 days looks like on these products. Im not asking for much but I may finally be able to achieve an ounce or two per session for my babygirl. The first two pictures are before Milky Mama & the last two are after (only after the first day) hopefully I can post an updated review in 2 weeks. THANK YOU MILKY MAMA!!",true,"0","0"
"Oatmeal Chocolate Chip Lactation Cookies","5","Madelyn P.","03/20/2023","Not for me","It tasted alright. I finished the whole box and did not notice any difference on my milk supply.",true,"0","0"
"Lady Leche","5","Jazmine W.","03/19/2023","Works","You can definitely tell the lady leche is good quality. 4 drops a day definitely helps when I'm not producing anything. The taste is thick and the flavor is actually sweet.",false,"0","0"
"Oatmeal Chocolate Chip Lactation Cookies","5","Kailee K.","03/18/2023","Always my number one favorite!","The oatmeal chocolate chip cookies are always my go-to when I order from milky mama! They taste absolutely amazing And they are great for helping increase my supply when needed. I usually order these cookies and the brownies; Ill eat one cookie and one brownie once or twice a day and it does the trick.",false,"0","0"
"Lactation Brownies","5","Mecheliz S.A.","03/17/2023","Happy mom, happy baby","Best snack ever!!! Delicious! Happy mom happy baby!",true,"0","0"
"Bestseller Bundle","5","Katy C.","03/17/2023","I see improvement","One brownie & my supplements I seen improvement on my first day",true,"0","0"
"Lactation LeMOOnade - 7 Pack","5","Mecheliz S.A.","03/17/2023","You CAN!","Excellent! I was told I cant. After few days trying pumping and breastfeeding no milk was produced. I drink one package and now i have been breastfeeding for 6 month!",false,"0","0"
"Lady Leche","5","Katy C.","03/17/2023","Get yours","Seeing improvement was only doing 2 drops of milk now Im pumping a teaspoon",false,"0","0"
"Lady Leche","4","Lorena","03/17/2023","Amazing!","For awhile my daughter would get extremely frustrated when breastfeeding and I resorted to formula pretty quickly while pumping instead. I've been taking Lady Leche supplements for two weeks now and I discovered the root of my problems! My let down and milk flow were so slow that my daughter didn't want to work so hard to get milk out (plus I could only really pump 2oz in total so it wasn't even worth it for her). But now my milk flow has gotten so much faster and she drinks happily and gulps heartily when we breastfeed! Plus, breastfeeding her more has helped my milk supply so much! Thank you Milky Mama! I was really discouraged I'd have to pump this whole journey, but I'm glad I get those intimate moments with my daughter again!",true,"0","0"
"Lady Leche","5","Hannah V.K.","03/17/2023","So helpful! Allergen friendly","We have struggled with infant food allergies and slow weight gain, the stress caused my supply to dip which made the situation more stressful! Lady Leche was dairy and soy free and helped me get my supply back up so I can keep feeding my little. So grateful for Milky Mama and their supplements!",true,"0","0"
"Pumping Queen","5","Mecheliz S.A.","03/17/2023","Excellent","Good taste and good result!",true,"0","0"
"Emergency Brownies","5","Courtney L.","03/16/2023","AMAZING.","I had been so hesitant on buying these. Ive contemplated it for 6 months and I wish I would have done it sooner. My baby is 7 months old and I am not exclusively breastfeeding because of these brownies. They work so well, I remained full at feeding times throughout the entire day.",true,"0","0"
"Emergency Brownies","5","Mica N.","03/16/2023","Love them !!!","First thing first they taste really good! I try not to eat all of them so fast lol. I help with my milk production & made my milk creamer. The only thing I dont like is it takes forever to get here but love it !",true,"0","0"
"Lactation Brownies","5","Krystal C.","03/15/2023","Love love love","I tried these as a last effort before I gave up one being able to pump enough when I went back to work. Baby is now 7.5 months old and we are going strong",false,"0","0"
"Emergency Brownies","5","Gabrielle J.","03/15/2023","Yummy","Um! The taste is AMAZING!! I love having these especially during my period week! My supply doesnt tank when I have these!",true,"0","0"
"Emergency Brownies","5","Lensi D.","03/15/2023","Love them!!","First time trying one, I woke up to both of my breasts full of milk and leaking! That was the first time thats happened since my milk first came in",false,"0","0"
"Peanut Butter Chocolate Chip Lactation Cookies","5","Brittany J.","03/15/2023","It tastes so delicious!!! ???","I havent began breastfeeding yet. I tried one of the cookies just to taste test it out, and I must say that these cookies are super delicious. I was so amazed at the deliciousness of the cookie. I couldnt stop eating it. My Amerie is due practically any day now, and so Ive been preparing myself for her arrival. I cant wait to eat these when she gets here!!! ?",false,"0","0"
"Milky Maiden","4","Gabrielle J.","03/15/2023","Love!","This product is amazing! I will always take this. I stress less about my supply because it actually works! I was able to boost my supply a bit more and my baby is more satisfied!",true,"0","0"
"Oatmeal Chocolate Chip Lactation Cookies","4","Lensi D.","03/15/2023","Love them!","These are so good!! I gave 4 stars because didnt notice a difference in it increasing my supply, but Im sure they helped keep up my supply",false,"0","0"
"Lactation LeMOOnade - 7 Pack","5","Chelsea T.","03/14/2023","Delicious!","I thought the flavor was incredible. I was expecting to taste very herbal but it didnt.",false,"0","0"
"Emergency Brownies","5","Alissa B.","03/14/2023","These are awesome","These brownies are CRAZY GOOD!!! Not only are they insanely addicting, but they TRULY help a lot with Not only increasing my supply, but enhancing the fat content in it. And I've been nursing for almost 1 year!",true,"0","0"
"Emergency Brownies","5","Jaquita W.","03/14/2023","Emergency Brownies","The brownies actually taste delicious, I have noticed a increase in my milk supply",true,"0","0"
"Emergency Brownies","5","Madalyn B.","03/14/2023","Yummm!","Ive been using the emergency brownies for a few months and typically eat them when Im on my menstrual cycle or ovulating. I feel like they definitely keep my supply from dropping and my milk becomes a lot more creamy (fatty). They taste great and have helped me continue to BF and create a huge freezer stash.",false,"0","0"
"Lactation Brownies","5","Jasmine W.","03/14/2023","Waste of money","Terrible. Did not help my supply increase at all",false,"0","1"
"Drink Sampler","5","Casey B.","03/14/2023","Drink mixes","I usually drink one serving per day of the pumping punch in addition to drinking extra water while Im nursing. The punch helps me maintain my supply during the week when Im working and having to pump. The mixes taste best in 8-10 ounces of water.",false,"0","0"
"Emergency Brownies","5","Natalie D.","03/14/2023","Delicious","I have been eating these brownies for the past 7 months. They taste great and pair well with Almond/Oat milk. They're never dry like most lactation snacks. I can see the immediate difference in my supply too. I'm 42 and I've been nursing exclusively since day 1. Thank you Milky mama!",true,"0","0"
"Emergency Brownies","5","Imani T.","03/13/2023","Yummy","I believe that these brownies have increased my milk supply",true,"0","0"
"Strawberry Banana Smoothie Mix","4","Imani T.","03/13/2023","Tasty!","Very tasty product, wish it was more!",true,"0","0"
"Milky Melon - 7 Pack","5","Lesley L.","03/13/2023","??????","I like the drink mixes especially milky melon which I have been using on and off for months since I started having to keep up production while juggling my return to work and with my sons fluctuating frequency of nursing now that he is 15 months old. I find it helpful and it tastes great!",false,"0","0"
"Emergency Brownies","1","Kaitland S.","03/13/2023","Tasted great, but didnt help.","The brownies were super yummy but unfortunately didnt help my supply.",false,"1","2"
"Oatmeal Chocolate Chip Lactation Cookies","5","Nirupa R.","03/12/2023","Great taste","Loving this from the start",true,"0","0"
"Emergency Brownies","2","Krista","03/12/2023","Tastes great","These taste amazing but they did nothing for my supply. I was really hoping they would work.",true,"0","0"
"Emergency Brownies","2","christian b.","03/12/2023","Honest opinion","I didnt really see a difference.taste is good though",true,"0","0"
"Lactation Brownies","2","Sarah Y.","03/12/2023","Delicious but ineffective","These brownies are delicious which I was very pleased with because other products (different companies) were not very good which made them hard to get down. Since these were so delicious I was hopeful to see a difference but sadly this product does not work for me. I saw absolutely no increase after eating one brownie a day for two weeks, and my milk was no different in consistency either. Too bad.",false,"0","1"
"Emergency Brownies","5","April R.","03/12/2023","Emergency Brownies to the rescue!!","Wonderful! Brownies taste good and work wonders! Milk supply went from 7 ounces down to 4-5 ounces sometimes 6 ounces, due to flu bug.
After eating emergency Brownies for 5 days now pumping 7 to 8 ounces.",true,"0","0"
"Emergency Brownies","3","Lacey W.","03/12/2023","Not bad","Flavor wasnt the best but didnt help to much when increasing milk supply",false,"0","0"
"Drink Sampler","4","Kibrelle W.","03/12/2023","Great Taste","Amazing taste",false,"0","0"
"Milky Maiden","5","Ashley F.","03/12/2023","Makes a difference","I have definitely seen a difference i normally pump 1oz total per session now I get about 3-4 Oz",true,"0","0"
"Emergency Brownies","3","Kyanne P.","03/12/2023","Great taste!","They taste great but did not notice too much of a difference in my supply",true,"0","0"
"Emergency Brownies","5","Nirupa R.","03/12/2023","Milky mama milk","This helped great with milk supply..my pumping levels were great.i have a few frozen bags of milk left to use.
My baby is now 7 months and still breastfeeding.
Love it.
If you only can reduce the sugar a little ..this would be even more great.",false,"0","0"
"Emergency Brownies","3","Kibrelle W.","03/12/2023","Great Taste","They honestly didnt work for me but the taste was great. Tasted home made, I would have loved for them to work to purchase more products",false,"0","0"
"Dairy Duchess","5","Kyanne P.","03/12/2023","Increase in Supply within 24hrs!","I love this product have bought it twice now! It helped me go from supplementing with formula to breast feeding exclusively!",false,"0","0"
"Emergency Brownies","4","Trevonya W.","03/11/2023","Taste amazing but","They taste awesome I must say but Im on the 5th day of eating them and havent seen much of a change in production",true,"0","0"
"Lactation Brownies","4","Ariana","03/11/2023","Pretty tasty","These brownies are pretty tasty! Very soft and chocolatey. You can get a hit of the lactation ingredients but its not bad. Yum!",true,"0","0"
"Emergency Brownies","5","Elizabeth M.","03/11/2023","Helped so much!!","These worked amazingly for me. My supply took a huge dip at 8 months of breastfeeding my son and I was getting scared but I have been using these and I am able to keep up with him and pump more out now!",true,"0","0"
"Lactation LeMOOnade - 7 Pack","5","Starrlesa B.","03/11/2023","Lemonade","My milk supply has risen tremendously since I have start drinking",true,"0","0"
"Milky Melon - 7 Pack","5","Angelina M.","03/11/2023","Love this stuff!!","Amazing! Tastes like a jolly rancher and works like a dream!",true,"0","0"
"Lactation LeMOOnade - 7 Pack","5","Rachel B.","03/11/2023","Amazing!","Tastes very similar to crystal light!
Very flavorful
Will order again",true,"0","0"
"Emergency Brownies","4","Megan","03/08/2023","Taste amazing but didnt work for me","Shipping was quick. I really love the support and positivity with this company. Unfortunately these products didnt work on a consistent basis for me. At times Id see an increase and at times nothing happened. They taste delicious and I love that they are dairy free! I struggle with my milk supply and so far nothing Ive tried has worked for me so I do think it is a me problem.",false,"0","0"
"Emergency Brownies","2","Jamie D.","03/08/2023","Emergency Brownies","Emergency brownies are very tasty but unfortunately did not increase my milk supply. I was so excited to try them. I ate one a day for 12 days and no increase at all. I wont try any other products from MM because the cost and not guaranteed to work. Good luck to you!",false,"0","0"
"Emergency Brownies","5","Krystal A.","03/08/2023","Love the Emergency Brownies","They really work and theyre delicious! Definitely buying again!",false,"0","0"
"Emergency Brownies","5","Cierra","03/07/2023","These never fail.","I've ordered these before & they did help making my milk more creamy and boosting my supply slightly that I noticed before. My opinion these help more to make creamier milk more than helping supply but they are still great & I will continue to come back to milky mama. I also tell anybody I can about this site to give it a try. I ordered these & the other brownies.",false,"0","0"
"Emergency Brownies","5","Ana H.","03/07/2023","Loved them","I loved the flavor of the brownies I really hope they are doing what they supposed to be doing .. Im only breastfeeding (not extracting) so is a bit hard to know exactly if my production is changing but I eat 2 of them daily one in my morning snack and one as my late snack .. I really enjoyed to eat them and hope that they are working haha my baby seems to be full in each meal .. I just ordered another box because I really like the brownies",false,"0","0"
"Oatmeal Lactation Cookies","5","Cierra","03/07/2023","AMAZING!","These cookies are amazing. So fresh & taste great. I have to tell myself to not go eat another one today lol. & overall my supply went up about an ounce. I will be ordering more oatmeal cookies!",false,"0","0"
"Emergency Brownies","5","Jennifer G.","03/07/2023","Brownies","I love the product and they work, my only issue is that the size has changed and they are now smaller than before when I ordered with my previous child and a slightly higher price but still love this company",false,"0","0"
"Dairy Duchess","5","Cierra","03/07/2023","Great taste","I have had the lady Leche & the flavor isn't my favorite but my quiz told me this one was better for this breast feeding journey so I ordered it and I love this flavor it is amazing. I will see if it works for me and update later.",false,"0","0"
"Milky Melon - 7 Pack","4","Faith D.","03/07/2023","Would buy again.","Overall, a yummy refreshing drink! I saw a little boost in my milk supply after one drink. Only thing that I dislike is trying to measure how much to use per drink. Gets confusing when you dont have any way to measure accurately.",false,"1","0"
"Mini Milky Sampler Pack","5","Monica G.","03/07/2023","Yumm","I really enjoy them. I'm picky when it comes to lactation drinks/snacks, I usually have to force myself but with your products they taste amazing!! And my milk supply went up two ounces. Thank you!",false,"0","0"
"Mini Milky Sampler Pack","5","Stephanie H.","03/07/2023","Best products ever!!!","So much better than the tea I was drinking. Especially the pumpin' punch, the lemooonade, and the watermelon one was so good. The brownies and the cookies were also a big help.",false,"0","1"
"Milky Melon - 7 Pack","5","Jenna B.","03/06/2023","Great drink mix","If you like watermelon anything, you'll love this! There's no strong taste of herbs like the lemonade. This is a really good drink. I find this and the lemonade boosts my milk supply within a few hours. Highly recommend.",false,"0","0"
"Bestseller Bundle","5","Rebecca H.","03/06/2023","Great sample pack","Everything in this bundle tastes great!",false,"0","0"
"Emergency Brownies","5","Jenna B.","03/06/2023","Tastes great","These brownies have improved since the first time I purchased back in 2015. They taste like you would make them out of your own kitchen. Highly recommend",true,"0","0"
"Lactation LeMOOnade - 7 Pack","4","Jenna B.","03/06/2023","Good lemonade","The herbal taste is a little strong, but it's a good lemonade.",true,"0","0"
"Emergency Brownies","5","Kayla N.","03/06/2023","Increased supply","I had a blockage that made me lose two ounces per hour. I used the emergency brownies they worked great. Lactation brownies help my flow more smoothly.",false,"0","0"
"Dairy Duchess","5","Rebecca H.","03/06/2023","Confidence booster","So far this product seems to have helped me in my journey in the last couple of months. I dont know about actual output as I dont pump very often but my little one is gaining weight appropriately",true,"0","0"
"Emergency Brownies","5","Stephanie W.","03/06/2023","Supply Helper","These things really help in a pinch of stressful times, or when my son tries to eat constantly.",false,"0","0"
"Emergency Brownies","5","Bmarie W.","03/06/2023","I love them BUT......","I absolutely love these brownies, they have helped so much and they taste amazing!! The only thing is, I just found out that my baby is allergic to chocolate. His little skin breaks out every time that I eat these which SUCKS because I just bought a whole box that I now cant use. I am glad that I also brought the salted caramel cookies as well, yet I hate that I have a box of brownies that I can't eat",false,"0","0"
"Emergency Brownies","2","Taneia A.","03/06/2023","Emergency browines","Although it tasted great didnt boost my supply at all",false,"0","0"
"Mini Milky Sampler Pack","5","Denicqua H.","03/05/2023","Perfect treat","The sample pack was amazing. I'm not big on chocolate chips in my oatmeal cookies but that's just a personal preference. (Would love some peanut butter cookies) The brownies are gooey, fudge brownies, very rich ! I highly recommend getting the sample box.",false,"0","0"
"Emergency Brownies","5","Jessica Q.","03/05/2023","This brownies arent playing around.","Great product. I love the results from these. They help my milk supply. They taste great while doing eating them too! Cant go wrong!",true,"0","0"
"Pumpin' Punch - 7 Pack","5","Karla D.","03/04/2023","This is my absolute favorite drink mix flavor!","As my title says, this is my absolute favorite drink mix flavor! It has a very light taste, and if there wasn't a limit on it, I could drink it all day! LOL! On days when I really need a milk supply boost, I'll pair this with an emergency brownie fresh out of the freezer (I love them cold).",false,"0","0"
"Salted Caramel Lactation Cookies","5","Christina L.","03/04/2023","Yum","Delicious, didnt increase my supply but tastes great",false,"0","0"
"Emergency Brownies","5","Ayana W.","03/04/2023","Awesome","I love the product it has definitely helped my milk production and Im super happy.",false,"0","0"
"Lactation Brownies","5","Angelique G.","03/04/2023","Yum","Idk if they work but the taste amazing",true,"0","0"
"Emergency Brownies","5","Bangzz","03/04/2023","Magical Brownies","I love it, I love it, I love ittttt. OMG mama's please order these treats. I just can not believe the result of the brownies they're just magical and perfect, plus the result is so fast. I love the taste and richness in each brownie, this is the real deal right here and I am so happy with my milk increase, can not wait see the overall result when I am done eating all the brownies and MilkyMama.",false,"0","0"
"Emergency Brownies","5","Harley S.","03/03/2023","Great tasting buttt it has 25g of added Sugar","Loved it. Would probably order again but 25g of added sugar is a lot",true,"0","0"
"Emergency Brownies","5","Tadijah A.","03/03/2023","Mastitis reboot","So I exclusively pump and got mastitis one day. My milk supply plummeted. No matter how much I pumped the first week it didnt go back up. So I decided to buy the emergency brownies and within a day or two my milk doubled and kept going up. Now I pump just as much as I did before I got a breast infection. Best purchase I could have made with this product. The brownies are delicious I have to stop myself from eating more than I need.",false,"0","0"
"Emergency Brownies","5","Jordana","03/03/2023","A MUST have!","This is my 4th pregnancy with milky mama! Every time I hit my 3rd trimester I always order these to have in hand for when I deliver. Milky Mama never fails! And I even gift it to new BF or pumping mamas too!",false,"0","0"
"Lady Leche","5","Tadijah A.","03/03/2023","Gradually Works","This has gradually helped. Im not a fan of the taste but once I mix it with my Body Armor fruit punch its fine.",true,"1","1"
"Emergency Brownies","5","Jeannie","03/03/2023","A Must","This was my go to when I struggled with my supply. My daughter is 2 years old now and looking back I can not tell you how much these peoducts really helped me at a time where I felt hopeless. Also this company supports military. I received a great discount on products.",false,"0","0"
"Lady Leche","5","Nicole L.","03/01/2023","Amazing!","Love the taste of it. I would have like the flavor to be different but the quality is amazing",false,"0","0"
"Lady Leche","5","Khinesha B.","03/01/2023","Lady Leche","I took Lady Leche twice a day morning and night I did see a slight increase the taste wasnt bad I love how it last up to a week.",false,"0","0"
"Oatmeal Lactation Cookies","5","Kayla","02/28/2023","Best Cookies!","I love Oatmeal cookies and these were amazing. I cant wait to try the other cookies!",true,"0","0"
"Lactation Brownies","5","Kayla C.","02/28/2023","Delicious and Effective Treat","At first I was not sure I liked the brownies. I got spoiled with the oatmeal cookies. Now, I love them! They taste great and I feel like when I eat them my supply is great. Highly recommend these!",true,"0","0"
"Milky Melon - 7 Pack","5","Imani A.","02/28/2023","Amazing product","I absolutely love all of milky mama's products. I drink these daily. My inly concern is that sugar is the #1 ingredient. If there was an option to have these drinks without it having sugar and or replacement sugar options, it would be golden. For someone like me who uses them daily, the sugar intake worries me.",false,"1","0"
"Mini Milky Sampler Pack","5","Allissah G.","02/28/2023","Yum!!","The sampler pack was a great introduction to the Milky Mama products. I fell in love with the Oatmeal Chocolate Chip cookies instantly! The sampler is my go-to purchase every time I come back for more. :)",false,"0","0"
"Emergency Brownies","5","Allissah G.","02/28/2023","Go to","Loved the taste and had good results. I keep coming back for more.",false,"0","0"
"Lactation Brownies","5","Kayla C.","02/28/2023","Delicious and Effective Treat","At first I was not sure I liked the brownies. I got spoiled with the oatmeal cookies. Now, I love them! They taste great and I feel like when I eat them my supply is great. Highly recommend these!",false,"0","0"
